epoch,loss,train_escalation,train_accuracy,lambda,dev_accuracy,dev_escalation
1,0.39407496464318315,0.23959943212145635,0.7823962611528112,0.20931179462373262,0.8170938960487183,0.14305401549234958
2,0.3188294273541443,0.1436872690432792,0.8339824387480527,0.3127659020647408,0.8047726950856819,0.09811643191555289
3,0.32364067554710235,0.1261604435107742,0.8307074068828778,0.3968558063469835,0.8169522730491432,0.11485869018525843
4,0.33419675756794015,0.11771207221876949,0.8262993910211018,0.47173209936916927,0.8243874805268375,0.12455717471373215
5,0.3465140989803927,0.10803225480527585,0.8207229854128311,0.535835561715067,0.817802011046594,0.1123928509464266
6,0.34885848683619397,0.1031597310379348,0.8193067554170798,0.5945686913132666,0.8081008355756975,0.09599672264055487
7,0.353718732647105,0.0978373401041089,0.8167575414247273,0.6474151985980569,0.8148279280555162,0.10636119032021459
8,0.3568482912729726,0.09418805853754278,0.8150934711797196,0.696186645265669,0.8069678515790965,0.09389126648207882
9,0.3622180558841334,0.09047546899723037,0.8124557428126328,0.7409244021549836,0.7980456026058632,0.0775410963522536
10,0.3658952646621174,0.08464646287501965,0.8095347684463957,0.7792194473929714,0.8025067270924798,0.08655054470024436
11,0.373922655031543,0.07845129116033803,0.8054454043336637,0.8106868105884653,0.8010904970967285,0.08399867251879267
12,0.3703800106990643,0.07974369398486664,0.8067731199546806,0.8435500404592616,0.7996034556011896,0.08008256739888346
13,0.3720649443128902,0.07725403520768365,0.8052683755841948,0.8736427391339112,0.8044894490865316,0.08881483317231882
14,0.3748005666740892,0.07388346797788367,0.8027014587168956,0.899976386768745,0.7943634046169098,0.07318399211187218
15,0.37539067470205184,0.07195990325822622,0.8018694235943917,0.9242325334902863,0.7819713921540858,0.05345361754427696
16,0.376997483099947,0.07033207720245033,0.8006479252230563,0.9466708996836111,0.7882736156351792,0.0632417000831954
17,0.3784386561116455,0.06755955014501815,0.7989838549780485,0.9660593384671974,0.7981872256054383,0.07816256358987413
18,0.3817768220674585,0.06601295056582054,0.7981872256054383,0.9837383563090134,0.7913185101260445,0.06859071552301703
19,0.3804312030631917,0.06473775324856841,0.7978508709814474,1.0000193285811705,0.7930887976207336,0.07133155680835171
20,0.3810873712540821,0.06298617892217373,0.7966470754850588,1.01435574813746,0.7909644526271067,0.06835622591941372
21,0.3825348323658731,0.06140671956652691,0.7959743662370768,1.0269545824769892,0.7937969126186093,0.06926656626571155
22,0.3831401735801667,0.06037506680382183,0.7952839541141481,1.0383614970725026,0.7809092196572723,0.04989522475481945
23,0.38620835540146414,0.05843892548222191,0.7935844781192466,1.0476458106394855,0.7770145871689562,0.043102466745862954
24,0.38528289404592064,0.05926898729613779,0.794487324741538,1.0579376318640994,0.7915309446254072,0.06660272592898422
25,0.38556646436322023,0.05798013317016886,0.7936552896190341,1.066830501295622,0.7851579096445263,0.05644298288647297
26,0.3850670346557343,0.0577049013841863,0.7939739413680782,1.0753764445651264,0.7926639286220082,0.06906613164193978
27,0.38496023793005096,0.057686253265759845,0.7941332672426002,1.0838795472662817,0.790256337629231,0.0646648618460639
28,0.38706186065135606,0.05515155514377471,0.7921682481234953,1.0894951187511814,0.7691545106925365,0.029095318787146898
29,0.38973575468746097,0.05424024799469088,0.7922213567483359,1.0941459916587821,0.7809092196572723,0.048331395871285744
30,0.3861918423782241,0.055057771555628826,0.7928232544965302,1.099722400195887,0.77836000566492,0.04479786361924382
31,0.3886923503013022,0.05362453838055084,0.7914247273757258,1.103711905306197,0.7825378841523863,0.05230072237217316
32,0.3883075657933887,0.05393168455494428,0.7920620308738139,1.1080506008751614,0.782608695652174,0.05124983463263317
33,0.38743810444508914,0.05379724411079928,0.7919381107491856,1.112290543775996,0.7831043761506868,0.05289545360211447
34,0.3872011616570705,0.05383776047676823,0.7918141906245574,1.1165058790668754,0.7829627531511117,0.051689387744453134
35,0.38704684848168164,0.053340244956494996,0.7920797337487608,1.1202364341728273,0.7852995326441014,0.05575307019822133
36,0.38806366829726263,0.052722534884678506,0.7916194590001416,1.123268252121272,0.7873530661379408,0.058905741732746666
37,0.38805482657582746,0.0521058662686507,0.791885002124345,1.1255867124143857,0.7823254496530236,0.048953487630922395
38,0.3875069345272798,0.05287104145044849,0.791566350375301,1.1287333087362212,0.7819005806542982,0.04943098265800536
39,0.3878880424263828,0.052444573435359965,0.7918495963744512,1.131502970769987,0.7836708681489873,0.05205560312097562
40,0.38971118453608883,0.050755306456864276,0.7906989095029032,1.1323234811844156,0.7884860501345419,0.0642833302384536
41,0.3894135361900581,0.052068245341699806,0.7914070245007789,1.134607387137583,0.786999008639003,0.057648013388862544
42,0.3888222269187347,0.05153043510996659,0.7910883727517349,1.1362667450895352,0.7809092196572723,0.04757044028464287
43,0.3879617224366313,0.05184947984680088,0.7916902704999292,1.1382636025054202,0.782750318651749,0.04911810272694069
44,0.3880523977561943,0.05197678102137363,0.7916194590001416,1.1404424687670356,0.7845914176462258,0.053998281365944895
45,0.3882578074037311,0.051167942801454286,0.7919381107491856,1.1417108405614065,0.7843081716470754,0.05394518709395848
46,0.3914841560293672,0.049886416290902395,0.7905749893782751,1.1416147206807288,0.7836708681489873,0.050738355347990094
47,0.38871454136548206,0.05112174147524487,0.7915840532502478,1.142877135186434,0.7869281971392154,0.05602427020497246
48,0.39573143968128344,0.04769095394487608,0.7891587593825237,1.140377614364936,0.7785016286644951,0.043943316398714675
49,0.39325203582055673,0.05029558252203973,0.7909467497521597,1.1406781272366397,0.7811924656564226,0.047655384237500306
50,0.3880045390335059,0.052079894376694184,0.7921151394986545,1.142994855446715,0.7874238776377284,0.05693159531432628
51,0.38830590053111835,0.05159466857381557,0.7922567624982297,1.1447462328746638,0.7769437756691687,0.04001968079898163
52,0.38896197195415066,0.051069255639698566,0.7919027049992919,1.1459348522480306,0.7836708681489873,0.0505069333151059
53,0.3884286512955105,0.05121266620935082,0.7917964877496105,1.1472980103380706,0.7828211301515366,0.05026606195296048
54,0.39515891153723604,0.048907920229120105,0.7896190341311429,1.1461126984804568,0.7847330406458009,0.05562955073549586
55,0.3891770189197758,0.050691058622606415,0.7911060756266818,1.1468554823938444,0.7831043761506868,0.04946616658079224
56,0.388669066161715,0.05072824970877486,0.7919735164990794,1.1476321647632544,0.7768729641693811,0.04005242276724114
57,0.38880436957059744,0.050810225538496866,0.7916902704999292,1.148539815328981,0.784378983146863,0.05122223198471718
58,0.38955084596928213,0.05000809464124086,0.7909467497521597,1.1485973909981197,0.7872822546381533,0.05718951912142746
