target_escalation_rate,accuracy,n,train_accuracy,dev_accuracy
0.05,0.6958123953098827,11940,0.7780236510409291,0.758461974224614
0.1,0.7147403685092127,11940,0.7856004815181985,0.760090638719728
0.15,0.7095477386934673,11940,0.793177311995468,0.7639144597082567
0.2,0.7333333333333333,11940,0.7786078459141764,0.7652598782042204
0.25,0.7672529313232831,11940,0.7763949865458151,0.770853986687438
