target_escalation_rate,accuracy,n,train_accuracy,dev_accuracy
0.05,0.6979061976549413,11940,0.7865741396402776,0.783741679648775
0.1,0.7797319932998324,11940,0.8173771420478686,0.8100835575697494
0.15,0.8888609715242881,11940,0.8466576972100269,0.8395411414813766
0.2,0.8946398659966499,11940,0.8686269650191191,0.8662370769012888
0.25,0.895142378559464,11940,0.8679542557711373,0.8768588018694236
