target_escalation_rate,escalation_rate,n,train_escalation,dev_escalation
0.05,0.06608040201005025,11940,0.0442132285322992,0.0488691418660941
0.1,0.1721105527638191,11940,0.0991155347896186,0.0996644280870605
0.15,0.4321608040201005,11940,0.1508802584190575,0.1487356217158885
0.2,0.4791457286432161,11940,0.197491236964884,0.1972393194004321
0.25,0.4748743718592965,11940,0.195644870079656,0.2308944008992255
